,HTAG,HF,FTR,FTAG,AY,AR,HST,HS,Date,AC,AF,HR,FTHG,IWA,HC,AwayTeam,HTHG,IWD,Div,WHH,WHD,IWH,AS,HTR,HY,WHA,AST,Referee,HomeTeam,SeasonDate
3586,1,17,A,3,1,0,3,11,02/04/01,7,15,0,0,2.9,6,Ipswich,0,2.9,E0,2.1,3.2,2.1,11,A,2,3,5,Alan Wiley,Southampton,2000
3587,1,11,H,1,2,0,5,9,04/04/01,3,12,0,2,3.2,10,Leicester,1,2.9,E0,1.8,3.3,1.9,6,D,2,3.75,2,Mike Dean,Aston Villa,2000
3588,0,5,D,2,3,0,4,6,07/04/01,3,3,0,2,3.5,5,West Ham,0,3,E0,1.8,3.3,1.8,7,D,1,3.75,5,Rob Harris,Aston Villa,2000
3589,0,13,A,4,1,0,2,3,07/04/01,9,7,0,0,2.4,1,Chelsea,0,2.9,E0,2.5,3.1,2.4,10,D,1,2.5,7,Steve Lodge,Derby,2000
3590,0,10,H,0,0,0,7,15,07/04/01,1,11,0,2,4.2,10,Southampton,1,3.2,E0,1.44,3.6,1.6,6,H,0,6.5,2,Jeff Winter,Leeds,2000
3591,2,9,A,3,2,0,4,9,07/04/01,9,19,0,1,3.8,4,Coventry,1,3.1,E0,1.83,3.3,1.7,15,A,3,3.6,5,Graham Barber,Leicester,2000
3592,1,17,H,1,3,1,7,11,08/04/01,8,18,1,3,3.3,8,Man City,2,3,E0,1.8,3.3,1.85,13,H,0,3.75,5,David Ellaray,Everton,2000
3593,0,22,D,0,3,0,6,12,09/04/01,2,22,1,0,2.7,3,Sunderland,0,2.9,E0,2.5,3.1,2.2,12,D,5,2.5,4,Andy D'Urso ,Middlesbrough,2000
3594,0,10,D,1,0,0,5,8,10/04/01,1,15,0,1,2.5,6,Liverpool,0,2.9,E0,2.5,3.1,2.3,7,D,0,2.5,2,Steve Dunn,Ipswich,2000
3595,0,8,H,1,1,0,8,23,10/04/01,4,9,0,2,7,12,Charlton,1,4,E0,1.25,4.5,1.3,3,H,1,10,2,Mark Halsey ,Man United,2000
3596,1,13,H,1,1,0,13,17,10/04/01,7,9,0,2,5,5,Bradford,1,3.5,E0,1.4,4.33,1.45,10,D,1,5.5,5,Steve Bennett ,Tottenham,2000
3597,4,10,A,4,0,0,2,7,11/04/01,3,8,0,0,1.8,7,Arsenal,0,3,E0,3.75,3.6,3.5,15,A,2,1.72,8,Neale Barry,Man City,2000
3598,0,13,H,0,3,0,8,4,13/04/01,7,21,0,2,2.2,3,Charlton,0,2.9,E0,2.8,3.2,2.7,3,D,1,2.2,8,Peter Jones,Bradford,2000
3599,2,19,A,2,1,0,5,11,13/04/01,2,16,1,1,3,8,Leeds,0,2.9,E0,2,3.2,2,9,A,3,3.2,3,Alan Wiley,Liverpool,2000
3600,2,13,A,3,1,0,8,17,14/04/01,0,11,0,0,5,9,Middlesbrough,0,3.5,E0,1.33,4,1.45,6,A,1,8,2,Paul Durkin,Arsenal,2000
3601,1,13,H,1,3,0,5,8,14/04/01,3,14,0,2,3.5,5,Everton,1,3,E0,1.72,3.4,1.8,5,D,0,4,3,Paul Taylor,Aston Villa,2000
3602,0,11,H,0,3,0,8,14,14/04/01,6,19,0,1,5,7,Southampton,1,3.5,E0,1.4,3.75,1.45,9,H,3,7,5,Clive Wilkes,Chelsea,2000
3603,0,6,H,0,1,1,5,14,14/04/01,3,13,0,1,3.6,9,Newcastle,0,3.1,E0,1.72,3.4,1.75,6,D,0,4,2,Mike Dean,Ipswich,2000
3604,1,13,A,2,3,0,9,15,14/04/01,1,26,0,1,3.6,5,Man City,1,3.1,E0,1.8,3.3,1.75,8,D,2,3.75,3,Barry Knight,Leicester,2000
3605,2,9,H,2,4,0,13,28,14/04/01,2,18,0,4,7,9,Coventry,2,4,E0,1.28,4.5,1.3,9,D,1,8,4,Mike Riley,Man United,2000
3606,0,12,A,3,2,0,4,13,14/04/01,3,15,0,2,3.5,3,Tottenham,2,3,E0,1.72,3.2,1.8,8,H,1,4.33,6,David Ellaray,Sunderland,2000
3607,0,10,H,1,2,0,10,18,14/04/01,5,18,0,3,3.5,3,Derby,3,3,E0,1.83,3.3,1.8,6,H,0,3.6,3,Rob Styles,West Ham,2000
3608,0,15,H,0,0,0,9,14,16/04/01,3,21,0,1,2.5,6,Sunderland,1,2.9,E0,2.3,3.25,2.3,6,H,3,2.62,3,Dermot Gallagher,Coventry,2000
3609,0,17,H,0,0,0,6,10,16/04/01,6,16,0,2,3.1,5,Leicester,1,3,E0,1.9,3.3,1.9,7,H,0,3.3,4,Mark Halsey,Derby,2000
3610,1,19,A,3,2,0,7,10,16/04/01,5,15,1,2,2.4,2,Liverpool,1,2.9,E0,2.75,3.2,2.4,10,D,4,2.25,6,Jeff Winter,Everton,2000
3611,0,8,A,2,0,0,1,4,16/04/01,4,8,0,1,2.7,5,Ipswich,1,2.9,E0,2.25,3.2,2.2,12,H,0,2.75,5,Steve Bennett,Middlesbrough,2000
3612,0,19,H,1,0,0,14,20,16/04/01,5,9,0,2,3,7,West Ham,1,2.9,E0,2.1,3.2,2,13,H,0,3,6,Paul Durkin,Newcastle,2000
3613,0,10,D,3,4,0,5,12,17/04/01,7,15,1,3,2.7,5,Aston Villa,2,2.9,E0,2.2,3.25,2.2,11,H,3,2.75,8,Graham Poll,Charlton,2000
3614,1,14,A,3,2,0,1,5,17/04/01,5,11,1,0,2.4,2,Chelsea,0,2.9,E0,2.62,3.1,2.4,16,A,2,2.37,10,Graham Barber,Tottenham,2000
3615,1,7,H,1,2,1,8,10,21/04/01,0,13,0,4,5.5,10,Everton,1,3.6,E0,1.36,3.75,1.4,4,D,0,8,2,Dermot Gallagher,Arsenal,2000
3616,0,10,D,0,2,0,2,9,21/04/01,5,15,0,0,4.2,4,Southampton,0,3.2,E0,1.57,3.5,1.6,3,D,1,5,3,Jeff Winter,Aston Villa,2000
3617,0,14,H,0,2,1,9,15,21/04/01,8,13,0,2,2.35,3,Derby,1,3,E0,2.62,3.1,2.35,12,H,0,2.37,3,Neale Barry,Bradford,2000
3618,1,12,A,1,0,0,1,9,21/04/01,3,14,0,0,5.5,10,Charlton,0,3.6,E0,1.33,4,1.4,4,A,3,8,2,Mike Dean,Chelsea,2000
3619,0,22,H,0,4,0,5,13,21/04/01,3,23,0,2,4.2,2,Coventry,1,3.2,E0,1.61,3.6,1.6,6,H,1,4.33,2,Graham Barber,Ipswich,2000
3620,1,13,A,3,1,0,4,15,21/04/01,5,11,0,0,2.7,12,Middlesbrough,0,2.9,E0,2.3,3.25,2.2,15,A,3,2.62,7,Paul Taylor,Leicester,2000
3621,0,14,D,1,0,0,6,13,21/04/01,2,20,1,1,5.5,3,Man City,0,3.6,E0,1.36,4,1.4,6,D,0,7,4,David Ellaray,Man United,2000
3622,0,17,D,1,4,0,10,16,21/04/01,8,22,0,1,3.1,4,Newcastle,0,3,E0,2,3.2,1.9,9,D,5,3.2,5,Mike Riley,Sunderland,2000
3623,1,17,A,2,2,1,10,15,21/04/01,6,13,0,0,2.2,6,Leeds,0,2.9,E0,2.87,3.3,2.7,12,A,5,2.1,7,Graham Poll,West Ham,2000
3624,1,10,H,1,1,0,8,14,22/04/01,4,13,0,3,4.7,6,Tottenham,1,3.4,E0,1.4,3.6,1.5,7,D,1,7.5,5,Barry Knight,Liverpool,2000
3625,0,15,A,2,1,0,4,11,28/04/01,7,11,0,0,1.9,7,Liverpool,0,3,E0,3.1,3.6,3.1,13,D,3,1.9,6,Steve Bennett,Coventry,2000
3626,1,14,A,2,4,0,2,6,28/04/01,6,13,0,1,1.85,4,Arsenal,1,3,E0,3.75,3.3,3.3,14,D,3,1.8,9,Graham Barber,Derby,2000
3627,1,15,H,1,2,0,9,18,28/04/01,2,15,0,2,5,5,Bradford,0,3.5,E0,1.57,3.5,1.45,7,A,1,5,4,Paul Durkin,Everton,2000
3628,0,22,H,0,5,0,9,16,28/04/01,2,17,0,2,3,7,Chelsea,0,2.9,E0,1.83,3.3,2,7,D,2,3.6,5,Steve Dunn,Leeds,2000
3629,0,19,H,0,5,0,9,16,28/04/01,10,12,0,1,3,10,West Ham,1,3.1,E0,2.2,3.25,1.9,12,H,3,2.75,7,Peter Jones,Man City,2000
3630,1,13,A,2,3,0,3,18,28/04/01,6,21,0,0,2.1,4,Man United,0,2.9,E0,3.2,3.2,2.9,9,A,2,2,5,Steve Lodge,Middlesbrough,2000
3631,0,15,H,0,1,0,6,20,28/04/01,0,14,0,1,3.8,12,Leicester,0,3.1,E0,1.61,3.25,1.7,4,D,1,5,3,Graham Poll,Newcastle,2000
3632,0,15,A,1,1,0,5,11,28/04/01,2,14,0,0,2.9,11,Sunderland,0,2.9,E0,2.25,3.2,2.1,6,D,2,2.75,3,Alan Wiley,Southampton,2000
3633,0,13,D,0,0,0,3,7,28/04/01,6,13,0,0,2.9,5,Aston Villa,0,2.9,E0,2.25,3.2,2.1,7,D,1,2.75,4,Clive Wilkes,Tottenham,2000
3634,1,17,H,1,1,0,7,10,30/04/01,13,11,0,2,2.35,2,Ipswich,1,3,E0,2.62,3.1,2.35,17,D,0,2.37,6,Rob Styles,Charlton,2000
3635,0,11,A,2,2,0,4,15,01/05/01,0,13,0,0,1.55,7,Liverpool,0,3.3,E0,6.5,3.6,4.5,11,D,0,1.44,10,Jeff Winter,Bradford,2000
3636,0,15,D,1,1,0,5,7,01/05/01,2,17,0,1,3.6,4,Southampton,1,3.1,E0,1.61,3.5,1.75,11,H,2,4.5,3,Steve Lodge,Newcastle,2000
3637,0,21,H,1,3,0,4,7,05/05/01,2,18,0,2,3.3,11,Leeds,1,3,E0,1.72,3.4,1.85,4,H,4,4,3,Peter Jones,Arsenal,2000
3638,2,12,H,2,5,0,4,6,05/05/01,2,23,0,3,3.2,6,Coventry,0,3.1,E0,1.9,3.5,1.85,6,A,2,3.2,3,Mike Riley,Aston Villa,2000
3639,0,25,D,1,2,0,7,10,05/05/01,6,21,0,1,1.9,6,Middlesbrough,1,3,E0,3.8,3.4,3.1,14,H,4,1.75,9,Graham Barber,Bradford,2000
3640,1,19,H,1,1,0,5,13,05/05/01,6,22,0,2,5.5,8,Everton,2,3.6,E0,1.36,3.75,1.4,9,H,1,8,3,Rob Harris,Chelsea,2000
3641,0,11,H,2,2,0,9,19,05/05/01,2,14,0,4,2.7,6,Tottenham,1,2.9,E0,2.37,3.1,2.2,9,H,3,2.62,4,Mike Dean,Leicester,2000
3642,0,11,H,0,2,0,5,12,05/05/01,3,10,0,3,5.5,2,Newcastle,1,3.6,E0,1.33,4,1.4,6,H,0,8,3,Mark Halsey,Liverpool,2000
3643,1,13,A,1,0,0,6,11,05/05/01,1,11,0,0,6.2,13,Derby,0,3.8,E0,1.33,4.33,1.35,10,A,1,7,5,Neale Barry,Man United,2000
3644,1,17,H,2,0,0,11,17,05/05/01,5,7,0,3,3.6,8,Charlton,2,3.1,E0,1.8,3.4,1.75,17,H,1,3.6,7,Steve Dunn,Sunderland,2000
3645,0,18,H,0,2,0,12,16,05/05/01,1,18,0,3,3.6,5,Southampton,0,3.1,E0,1.72,3.2,1.75,12,D,2,4.33,3,Clive Wilkes,West Ham,2000
3646,0,8,H,1,0,0,7,15,07/05/01,2,19,0,2,4.5,9,Man City,0,3.3,E0,1.61,3.75,1.55,11,D,0,4.2,7,Steve Lodge,Ipswich,2000
3647,1,14,D,2,4,0,8,16,08/05/01,6,21,0,2,3.6,6,Chelsea,1,3.2,E0,1.66,3.3,1.7,14,D,1,4.5,7,Dermot Gallagher,Liverpool,2000
3648,1,20,H,1,0,0,9,18,13/05/01,7,13,0,6,8,9,Bradford,5,4.3,E0,1.25,4.5,1.25,13,H,1,9.5,7,Andy D'Urso,Leeds,2000
3649,0,13,H,1,1,0,3,14,13/05/01,4,18,0,2,2,4,Man United,2,3,E0,3.25,3.4,2.9,9,H,1,1.9,6,Jeff Winter,Southampton,2000
3650,0,14,D,0,0,0,2,12,15/05/01,8,10,0,0,2,4,Arsenal,0,2.7,E0,3.2,3,3.2,8,D,1,2.1,1,Alan Wiley,Newcastle,2000
3651,0,7,A,4,1,0,10,12,19/05/01,10,13,0,0,1.75,10,Liverpool,0,3.2,E0,4,3.6,3.4,16,D,1,1.66,14,Graham Barber,Charlton,2000
3652,0,15,D,0,1,0,7,15,19/05/01,3,13,0,0,3.9,9,Bradford,0,3.2,E0,1.61,3.5,1.65,10,D,1,4.5,3,Alan Wiley,Coventry,2000
3653,0,14,D,1,1,0,2,7,19/05/01,11,15,0,1,1.8,3,Ipswich,1,3,E0,3.6,3.3,3.5,13,H,1,1.83,6,Graham Poll,Derby,2000
3654,1,12,D,2,3,1,8,18,19/05/01,6,13,0,2,2.3,5,Sunderland,1,3.1,E0,2.75,3.25,2.3,11,D,5,2.2,4,Steve Bennett,Everton,2000
3655,1,14,H,1,4,0,11,24,19/05/01,5,17,0,3,7,12,Leicester,1,4,E0,1.25,5,1.3,8,D,3,8,5,David Ellaray,Leeds,2000
3656,1,22,A,2,2,0,1,3,19/05/01,7,18,0,1,1.65,8,Chelsea,1,3.2,E0,4,3.1,3.8,9,D,4,1.8,3,Mike Riley,Man City,2000
3657,1,13,H,1,0,0,7,19,19/05/01,6,15,0,2,3.2,5,West Ham,2,2.9,E0,1.83,3.4,1.9,11,H,0,3.5,5,Paul Durkin,Middlesbrough,2000
3658,0,10,H,0,5,1,5,9,19/05/01,1,14,1,3,2.9,5,Aston Villa,2,2.9,E0,2.25,3.4,2.1,5,H,0,2.6,1,Barry Knight,Newcastle,2000
3659,1,17,H,2,2,0,7,11,19/05/01,5,10,0,3,2.35,7,Arsenal,0,3,E0,2.62,3.5,2.35,8,A,1,2.2,5,Paul Taylor,Southampton,2000
3660,1,13,H,1,2,0,3,9,19/05/01,6,15,0,3,2.1,3,Man United,1,3,E0,2.62,3.3,2.8,15,D,0,2.25,6,Andy D'Urso,Tottenham,2000
3661,0,11,H,0,0,0,14,24,16/08/08,5,8,0,1,11,7,West Brom,1,5.2,E0,1.17,5.5,1.2,5,H,0,12,4,H Webb,Arsenal,2008
3662,0,13,H,1,2,0,8,14,16/08/08,3,12,0,3,4.2,4,Stoke,3,3.3,E0,1.8,3.1,1.75,8,H,1,4,2,C Foy,Bolton,2008
3663,1,11,A,3,2,0,5,10,16/08/08,5,9,0,2,3.3,3,Blackburn,1,3.2,E0,1.95,3.1,2,15,D,2,3.5,11,A Marriner,Everton,2008
3664,1,10,H,1,0,0,6,11,16/08/08,6,9,0,2,2.6,5,Fulham,1,3.2,E0,2.5,2.9,2.4,12,D,3,2.62,6,P Walton,Hull,2008
3665,0,11,H,1,2,0,10,14,16/08/08,9,12,0,2,2.2,7,Tottenham,0,3.2,E0,2.9,3.2,2.9,8,D,1,2.15,5,M Atkinson,Middlesbrough,2008
3666,0,13,A,1,2,0,3,6,16/08/08,8,12,0,0,1.65,1,Liverpool,0,3.5,E0,5.5,3.3,4.5,14,D,0,1.57,8,A Wiley,Sunderland,2008
3667,0,14,H,1,1,0,8,15,16/08/08,10,11,0,2,3.8,6,Wigan,2,3.3,E0,1.83,3.2,1.8,22,H,2,3.75,9,S Bennett,West Ham,2008
3668,0,8,H,2,1,0,10,14,17/08/08,8,11,0,4,3.3,7,Man City,0,3.2,E0,1.91,3.2,2,13,D,0,3.5,8,P Dowd,Aston Villa,2008
3669,0,10,H,0,1,0,11,18,17/08/08,3,6,0,4,8.5,8,Portsmouth,3,4.4,E0,1.3,4.2,1.3,12,H,0,8.5,8,M Dean,Chelsea,2008
3670,1,15,D,1,0,0,12,18,17/08/08,6,11,0,1,8.5,6,Newcastle,1,4.4,E0,1.25,4.5,1.3,11,D,3,10,4,M Riley,Man United,2008
3671,1,11,D,1,1,0,5,12,23/08/08,3,15,0,1,4.8,6,Hull,1,3.6,E0,1.57,3.8,1.6,7,D,0,6,4,S Attwell,Blackburn,2008
3672,0,14,H,0,0,0,2,5,23/08/08,5,6,0,1,1.6,1,Arsenal,1,3.5,E0,6,3.8,5,15,H,2,1.57,6,M Atkinson,Fulham,2008
3673,0,10,H,1,1,0,8,16,23/08/08,3,12,0,2,6.5,14,Middlesbrough,0,4,E0,1.36,4.5,1.4,9,D,2,9.5,4,M Riley,Liverpool,2008
3674,0,8,H,0,2,0,8,10,23/08/08,6,13,0,1,4.2,4,Bolton,0,3.3,E0,1.83,3.4,1.75,9,D,1,4.5,4,S Bennett,Newcastle,2008
3675,0,15,H,2,0,0,2,8,23/08/08,8,5,0,3,1.7,2,Aston Villa,1,3.4,E0,5,3.6,4.3,5,H,1,1.7,2,M Halsey,Stoke,2008
3676,0,12,A,2,2,0,11,18,23/08/08,6,12,0,1,5.5,12,Sunderland,0,3.8,E0,1.44,4.2,1.5,12,D,1,7.5,7,M Dean,Tottenham,2008
3677,0,11,A,2,1,0,4,14,23/08/08,5,14,0,1,2.3,11,Everton,0,3.1,E0,2.62,3.3,2.8,9,D,3,2.62,7,R Styles,West Brom,2008
3678,0,12,H,0,2,1,9,14,24/08/08,3,16,0,3,3.1,6,West Ham,0,3.2,E0,2.25,3.3,2.1,3,D,0,3.2,0,H Webb,Man City,2008
3679,1,13,A,1,2,0,6,10,24/08/08,7,17,0,0,1.4,7,Chelsea,0,4,E0,8.5,4.33,6.5,7,A,1,1.4,3,A Wiley,Wigan,2008
3680,1,11,A,1,2,0,6,13,25/08/08,3,11,0,0,1.75,4,Man United,0,3.3,E0,4.8,3.3,4.2,12,A,2,1.8,7,C Foy,Portsmouth,2008
3681,0,12,H,0,2,0,14,20,30/08/08,1,11,0,3,6.5,12,Newcastle,2,4,E0,1.44,4,1.4,4,H,2,8,2,R Styles,Arsenal,2008
3682,0,18,D,0,2,0,9,18,30/08/08,5,16,0,0,3.8,7,West Brom,0,3.2,E0,1.91,3.3,1.85,12,D,2,4.2,7,K Stroud,Bolton,2008
3683,2,5,A,3,0,0,7,16,30/08/08,3,11,0,0,3.3,4,Portsmouth,0,3.2,E0,2.1,3.3,2,6,A,1,3.5,5,M Halsey,Everton,2008
3684,2,18,A,5,0,0,5,10,30/08/08,3,12,0,0,2.7,7,Wigan,0,3.1,E0,2.5,3.2,2.4,8,A,1,2.88,5,M Jones,Hull,2008
3685,0,14,H,1,4,1,12,21,30/08/08,5,18,0,2,5,4,Stoke,1,3.7,E0,1.62,3.6,1.55,7,H,2,6,2,M Dean,Middlesbrough,2008
3686,1,14,H,1,5,0,6,11,30/08/08,4,21,0,4,2.8,10,Blackburn,2,3.1,E0,2.4,3.3,2.3,12,H,1,2.9,7,M Riley,West Ham,2008
3687,0,9,D,0,2,0,2,5,31/08/08,8,13,0,0,2.2,5,Liverpool,0,3.1,E0,3,3.2,3,8,D,0,2.38,3,M Atkinson,Aston Villa,2008
3688,1,10,D,1,0,0,3,12,31/08/08,8,13,0,1,6.5,5,Tottenham,1,4,E0,1.4,4.33,1.4,6,D,3,8.5,6,H Webb,Chelsea,2008
3689,1,20,A,3,2,0,4,10,31/08/08,3,11,0,0,3,3,Man City,0,3.1,E0,2.25,3.2,2.2,9,A,4,3.3,8,C Foy,Sunderland,2008
3690,2,8,A,4,1,0,3,10,13/09/08,5,8,0,0,1.85,5,Arsenal,0,3.2,E0,4.75,3.4,3.8,17,A,1,1.8,10,M Dean,Blackburn,2008
3691,0,15,H,1,1,0,13,20,13/09/08,6,11,0,2,3,12,Bolton,2,3.1,E0,2.2,3.3,2.2,8,H,1,3.3,7,S Tanner,Fulham,2008
3692,1,10,H,1,3,1,11,16,13/09/08,4,18,0,2,2.6,5,Man United,1,3,E0,2.9,3.1,2.6,7,D,0,2.5,3,H Webb,Liverpool,2008
3693,1,14,A,3,1,1,7,13,13/09/08,5,10,0,1,1.85,8,Chelsea,1,3.2,E0,4.2,3.3,3.8,18,D,0,1.91,8,M Halsey,Man City,2008
3694,1,13,A,2,2,0,4,13,13/09/08,3,17,1,1,4.8,5,Hull,0,3.6,E0,1.7,3.4,1.6,8,A,0,5.5,4,A Marriner,Newcastle,2008
3695,1,8,H,1,1,0,12,21,13/09/08,2,6,0,2,3.6,3,Middlesbrough,0,3.2,E0,2,3.3,1.9,7,A,2,3.8,3,S Attwell,Portsmouth,2008
3696,2,9,H,2,1,0,8,13,13/09/08,8,18,0,3,2.6,8,West Ham,2,3.2,E0,2.4,3.3,2.4,21,D,1,2.9,13,L Probert,West Brom,2008
3697,1,10,D,1,1,0,8,12,13/09/08,6,9,1,1,3.2,8,Sunderland,0,3.1,E0,2.05,3.25,2.1,6,A,1,3.75,5,R Styles,Wigan,2008
3698,1,10,A,3,1,0,7,12,14/09/08,8,19,0,2,2.1,7,Everton,0,3.2,E0,3.3,3.3,3.1,8,A,2,2.2,5,A Wiley,Stoke,2008
3699,1,15,A,2,4,0,10,17,15/09/08,8,12,0,1,3.3,12,Aston Villa,0,3.2,E0,2.05,3.3,2,17,A,1,3.6,13,S Bennett,Tottenham,2008
3700,0,13,H,0,0,0,4,11,20/09/08,3,11,0,1,3.6,4,Fulham,0,3.2,E0,2.1,3.3,1.9,11,D,2,3.5,5,L Probert,Blackburn,2008
3701,2,12,A,3,2,0,8,12,20/09/08,17,10,0,1,1.65,7,Arsenal,1,3.5,E0,6,3.6,4.5,20,A,2,1.62,9,S Bennett,Bolton,2008
3702,0,8,D,0,1,0,11,27,20/09/08,3,10,0,0,11,20,Stoke,0,5.2,E0,1.2,6,1.2,3,D,1,15,2,A Marriner,Liverpool,2008
3703,0,9,H,0,3,0,11,17,20/09/08,7,16,0,2,3,8,Middlesbrough,0,3,E0,2.3,3.2,2.25,14,D,2,3.2,11,H Webb,Sunderland,2008
3704,0,8,H,1,2,0,6,12,20/09/08,6,21,0,3,3.3,2,Newcastle,2,3.2,E0,2,3.3,2,11,H,1,3.8,8,P Dowd,West Ham,2008
3705,1,15,D,1,7,0,13,20,21/09/08,4,18,0,1,3.3,7,Man United,0,3,E0,2.2,3,2.1,13,A,1,3.6,8,M Riley,Chelsea,2008
3706,0,11,D,2,1,0,5,9,21/09/08,6,12,0,2,2.4,4,Everton,1,3.2,E0,3.25,3.25,2.6,17,H,0,2.25,8,L Mason,Hull,2008
3707,0,13,H,0,1,0,10,14,21/09/08,5,14,0,6,3.6,8,Portsmouth,2,3.2,E0,2,3.3,1.9,10,H,0,3.8,4,A Wiley,Man City,2008
3708,0,13,D,0,2,0,4,11,21/09/08,4,12,0,0,4.8,3,Wigan,0,3.6,E0,1.7,3.4,1.6,14,D,2,5.5,6,S Tanner,Tottenham,2008
3709,2,22,A,2,3,0,6,10,21/09/08,6,16,0,1,2.3,5,Aston Villa,1,3.1,E0,2.9,3.3,2.8,10,A,3,2.4,5,M Dean,West Brom,2008
3710,0,8,A,2,1,0,9,18,27/09/08,4,7,0,1,11,15,Hull,0,5.2,E0,1.2,5.75,1.2,7,D,2,17,5,A Wiley,Arsenal,2008
3711,1,8,H,1,1,0,8,12,27/09/08,5,9,0,2,4.7,5,Sunderland,2,3.4,E0,1.57,3.6,1.65,9,H,1,6.5,3,P Walton,Aston Villa,2008
3712,0,17,A,2,3,0,2,4,27/09/08,4,20,1,0,2,7,Liverpool,0,3.1,E0,3.6,3.25,3.4,11,D,3,2.1,6,M Riley,Everton,2008
3713,2,15,A,2,1,0,6,18,27/09/08,4,13,1,1,3,2,West Ham,0,3.1,E0,2.25,3.25,2.2,16,A,4,3.25,10,A Marriner,Fulham,2008
3714,0,8,H,0,3,0,24,31,27/09/08,4,10,0,2,9.5,16,Bolton,0,4.8,E0,1.2,6,1.25,10,D,0,15,5,R Styles,Man United,2008
3715,0,14,A,1,4,0,13,22,27/09/08,8,13,0,0,4.2,11,West Brom,0,3.3,E0,1.8,3.4,1.75,14,D,2,4.6,9,C Foy,Middlesbrough,2008
3716,2,6,A,2,4,0,2,4,27/09/08,5,19,0,1,2.5,5,Blackburn,0,3.2,E0,2.5,3.3,2.5,9,A,0,2.8,8,S Tanner,Newcastle,2008
3717,1,9,A,2,1,0,2,5,27/09/08,5,6,0,0,1.35,5,Chelsea,0,4.2,E0,9.5,4.5,7.5,14,A,2,1.36,9,M Atkinson,Stoke,2008
3718,0,18,H,0,3,0,6,8,28/09/08,6,13,1,2,2.7,3,Tottenham,1,3.1,E0,2.5,3.25,2.4,15,H,4,2.8,8,M Dean,Portsmouth,2008
3719,1,12,H,1,4,0,4,9,28/09/08,3,21,0,2,2.3,5,Man City,2,3.1,E0,3.1,3.3,2.8,11,H,3,2.3,6,S Bennett,Wigan,2008
3720,1,11,A,2,1,0,3,6,04/10/08,4,8,0,0,1.65,3,Man United,0,3.5,E0,6,3.8,4.5,18,A,2,1.57,9,S Bennett,Blackburn,2008
3721,0,10,D,1,5,0,5,8,04/10/08,7,11,0,1,1.65,1,Arsenal,0,3.5,E0,6,3.8,4.5,13,D,3,1.57,7,L Mason,Sunderland,2008
3722,0,10,H,0,1,0,8,13,04/10/08,6,13,0,1,2.8,8,Fulham,0,3.1,E0,2.2,3.3,2.3,14,D,2,3.3,5,P Dowd,West Brom,2008
3723,0,10,A,1,0,0,9,21,04/10/08,2,13,0,0,3.3,8,Middlesbrough,0,3.2,E0,2.1,3.25,2,6,D,3,3.6,2,M Atkinson,Wigan,2008
3724,0,11,H,0,3,0,15,27,05/10/08,1,13,0,2,6.5,7,Aston Villa,2,3.7,E0,1.44,4.2,1.45,8,H,0,7.5,3,C Foy,Chelsea,2008
3725,1,18,D,2,3,0,5,13,05/10/08,5,15,0,2,4.3,3,Newcastle,2,3.4,E0,1.75,3.4,1.7,11,H,1,5,9,H Webb,Everton,2008
3726,0,11,A,3,1,0,5,7,05/10/08,7,12,1,2,2.3,1,Liverpool,2,3.1,E0,3.25,3.25,2.8,14,H,1,2.25,7,P Walton,Man City,2008
3727,0,7,H,1,3,0,11,17,05/10/08,5,15,0,2,4.8,2,Stoke,1,3.6,E0,1.62,3.6,1.6,8,H,0,6,5,A Marriner,Portsmouth,2008
3728,1,15,A,1,2,0,16,27,05/10/08,0,15,0,0,4.5,12,Hull,0,3.5,E0,1.67,3.8,1.65,10,A,4,5,6,R Styles,Tottenham,2008
3729,2,15,A,3,3,0,5,13,05/10/08,7,8,0,1,4,7,Bolton,0,3.2,E0,1.83,3.3,1.8,12,A,4,4.6,6,M Dean,West Ham,2008
3730,1,8,H,1,4,0,14,22,18/10/08,4,13,0,3,7.5,7,Everton,0,4.2,E0,1.36,4.5,1.37,7,A,2,9.5,3,P Walton,Arsenal,2008
3731,0,18,D,0,3,1,3,10,18/10/08,2,19,0,0,4,11,Portsmouth,0,3.2,E0,1.83,3.3,1.8,8,D,1,4.6,3,M Riley,Aston Villa,2008
3732,0,16,D,0,3,0,4,10,18/10/08,8,12,0,0,3,11,Blackburn,0,3.1,E0,2.5,3.2,2.2,8,D,1,2.88,1,H Webb,Bolton,2008
3733,0,12,D,0,1,0,9,13,18/10/08,5,8,0,0,2.9,8,Sunderland,0,3.1,E0,2.2,3.2,2.25,14,D,1,3.4,7,K Stroud,Fulham,2008
3734,2,10,H,2,1,1,7,17,18/10/08,2,13,0,3,8.5,5,Wigan,1,4.4,E0,1.33,4.5,1.3,7,A,1,11,4,A Wiley,Liverpool,2008
3735,0,11,H,0,1,0,14,18,18/10/08,1,14,0,4,11,15,West Brom,0,5.2,E0,1.2,6,1.2,6,D,0,15,2,M Halsey,Man United,2008
3736,1,13,A,5,0,0,4,7,18/10/08,7,9,0,0,1.6,5,Chelsea,0,3.5,E0,6.5,3.5,5,21,A,2,1.6,14,P Dowd,Middlesbrough,2008
3737,0,11,H,0,1,0,4,12,19/10/08,5,11,0,1,2.8,3,West Ham,0,3.1,E0,2.4,3.2,2.3,14,D,2,3,5,C Foy,Hull,2008
